ticket_id,ticket_label,ticket_description,category,priority,status,software,clinic_service,created_at,created_by,updated_by,assigned_to,suggested_category,redundancy_type,master_ticket,final_priority_score
TIC-1516,Infant ward secure doors secured with factory passwords.,"Dear IT, anyone typing the default one two three four code can open the perimeter barrier. Change the keypad digits immediately.",Bug,Critical,Resolved,WaxHeat,Physiotherapy,2026-03-06 11:45:00,User_008,IT_User_04,IT_User_04,Security,Similarité Sémantique,TIC-1516,1000
TIC-1512,Patient registration portal wipes emergency contact details automatically.,Good morning. The intake software drops the next of kin phone numbers every single time we hit the final submit button.,Security,High,Resolved,LostFound,Reception,2026-03-06 10:45:00,User_082,IT_User_03,IT_User_03,,,,1000
TIC-0749,Oncology prescription portal login page lacks HTTPS encryption protocol.,The web browser shows a warning that the site is not secure. This violates data protection regulations entirely.,Security,Critical,Resolved,SSLConfig,Oncology,2026-02-27 02:00:00,User_015,IT_User_08,IT_User_08,,,,1000
TIC-0745,Clear text passwords found in the ICU patient dashboard source code.,A developer accidentally hardcoded service account credentials into the frontend javascript file. We need to scrub the code.,Security,Critical,Open,CodeScrub,ICU,2026-02-27 01:00:00,User_004,IT_User_02,IT_User_02,,,,1000
TIC-1231,Intensive care visitor registration tablet stolen from the front desk.,"Hello IT, the iPad was taken. Please issue a remote wipe command to protect any stored data immediately.",Security,Critical,In Progress,DoorPIN,Pediatrics,2026-03-04 02:30:00,User_093,IT_User_01,IT_User_01,,,,1000
TIC-1259,Locum pediatrician denied permission to prescribe liquid narcotic pain medications.,"Good morning, the temporary doctor lacks the elevated database rights required to dispense the necessary infant pain relief.",Security,Critical,In Progress,SlideLeak,Pathology,2026-03-04 09:30:00,User_076,IT_User_08,IT_User_08,,,,1000
TIC-1252,Radiation therapy patient positioning laser is totally misaligned today completely.,"Hi IT, the red alignment beam is off by two centimeters. We cannot safely target the cancer tumors.",Security,Medium,Open,AVWipe,Reception,2026-03-04 07:45:00,User_012,IT_User_03,IT_User_03,,,,1000
TIC-0706,Operating room computer infected by a malicious macro virus.,"The circulating nurse opened a compromised spreadsheet. The antivirus quarantined the file, but we require a system scan.",Security,Critical,In Progress,WinProtect,Surgery,2026-02-26 15:15:00,User_071,IT_User_09,IT_User_09,,,,1000
TIC-0703,Unencrypted patient imaging files found on the public server.,A folder containing sensitive ultrasound pictures was inadvertently shared outside the protected firewall. Please secure this directory immediately.,Security,Critical,Open,RadShare,Radiology,2026-02-26 14:30:00,User_088,IT_User_01,IT_User_01,,,,1000
TIC-0729,Malware detected on the oncology clinical trial data server.,"Antivirus software neutralized a trojan, but we must verify if any proprietary research data was exfiltrated offsite successfully.",Security,Critical,Open,ServerAV,Oncology,2026-02-26 21:00:00,User_055,IT_User_08,IT_User_08,,,,1000
TIC-0726,Patient financial records viewed by an unauthorized internal computer.,A terminal in the maintenance department was used to query the billing database. This is a severe breach.,Security,Critical,Open,AuditTrail,Admissions,2026-02-26 20:15:00,User_042,IT_User_04,IT_User_04,,,,1000
TIC-1266,Patient meal tracker application ignores severe dairy allergy alerts.,"Hello team, the system printed a milk ticket for a highly allergic patient. This software bug is lethal.",Security,High,Open,OSPatch,ICU,2026-03-04 11:15:00,User_031,IT_User_04,IT_User_04,,,,1000
TIC-0570,Forklift charging station management application allows unauthorized usage of the equipment.,"The digital lock on the heavy machinery is bypassing the required user badge swipe completely. Anyone can currently drive the forklifts, which is a massive workplace safety violation entirely.",Security,Critical,Open,ForkLock,Stock,2026-02-25 05:15:00,User_042,IT_User_10,IT_User_10,,,,1000
TIC-1466,Commercial dishwasher chemical dispenser reports a fatal logic error.,"Hello, the machine halted. It thinks it is out of sanitizer, but the physical tanks are completely full.",Security,Critical,In Progress,RecordWipe,Stock,2026-03-05 14:00:00,User_090,IT_User_02,IT_User_02,,,,1000
TIC-1458,Neonatal incubator digital thermostat throws an unrecoverable system exception.,"Greetings, the computer crashed and the heating element stopped. This is an absolute emergency for the premature babies.",Security,Medium,Open,GuestBypass,Reception,2026-03-05 12:00:00,User_065,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-1458,1000
TIC-0716,Patient dialysis machine accessed by an unknown generic account.,Audit logs show somebody logged into the blood filtration controller using a factory default administrator password. Secure it.,Security,Critical,Open,DialyLog,Dialysis,2026-02-26 17:45:00,User_008,IT_User_04,IT_User_04,,,,1000
TIC-0713,Unauthorized device detected scanning the warehouse inventory database ports.,The intrusion detection system flagged a rogue laptop attempting to pull the entire supply chain spreadsheet. Isolate it.,Security,High,Open,PortScan,Stock,2026-02-26 17:00:00,User_049,IT_User_05,IT_User_05,,,,1000
TIC-1320,Car park electric vehicle charging station declines all payments.,"Greetings, the payment gateway token expired. Doctors cannot charge their electric cars during their long surgical shifts today.",Security,Critical,Open,PharmSec,Pharmacy,2026-03-05 00:45:00,User_014,IT_User_10,IT_User_10,,,,1000
TIC-0676,Maternity infant wristbands printed with QR codes linking externally.,Scanning the baby's band redirects to a broken internet advertising link instead of the internal chart.,Security,High,Open,QRPrint,Maternity,2026-02-26 07:45:00,User_034,IT_User_04,IT_User_04,,,,1000
TIC-0675,Dialysis machine maintenance logs show unauthorized firmware rollbacks.,"Someone downgraded the operating system on three machines to an older, insecure software version overnight.",Security,Critical,In Progress,FirmwareOS,Dialysis,2026-02-26 07:30:00,User_093,IT_User_02,IT_User_02,,,,1000
TIC-0674,Physiotherapy booking portal vulnerable to cross-site scripting attack.,A patient demonstrated they could inject javascript into the appointment notes field successfully. Patch it.,Security,High,Open,WebBook,Physiotherapy,2026-02-26 07:15:00,User_012,IT_User_07,IT_User_07,,,,1000
TIC-0673,Car park payment kiosk storing credit card numbers locally.,The terminal software is writing unencrypted card data to a local text log file improperly.,Security,Critical,Resolved,PayLog,Car park,2026-02-26 07:00:00,User_055,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-0673,1000
TIC-0672,Warehouse inventory database accessible without two-factor authentication.,Managers can log into the remote stock portal using just a weak password from home.,Security,Medium,Open,StockAuth,Stock,2026-02-26 06:45:00,User_071,IT_User_03,IT_User_03,,,,1000
TIC-0671,Kitchen meal tracking tablet stolen from the dietary cart.,A device containing patient room numbers and diet restrictions has gone missing from the hallway.,Security,High,In Progress,DietTab,Kitchen,2026-02-26 06:30:00,User_015,IT_User_01,IT_User_01,,,,1000
TIC-0670,Reception lobby information screen shows a Windows update prompt.,The public directory is obscured by a massive restart notification. Please disable automatic desktop updates.,Software,Low,Open,ScreenOS,Reception,2026-02-26 06:15:00,User_042,IT_User_10,IT_User_10,Security,,,1000
TIC-1312,Admissions lobby automatic umbrella dispensing kiosk jams constantly today.,"Hi there, the mechanical delivery system is broken. Arriving patients cannot purchase rain gear from the smart terminal.",Security,Critical,In Progress,SurgiWeb,Surgery,2026-03-04 22:45:00,User_082,IT_User_03,IT_User_03,,,,1000
TIC-1341,Physiotherapy cryotherapy freezing chamber software bypasses the safety timers.,"Greetings, the cooling cycle ignored the automatic shutoff command. This software bug could cause severe patient frostbite injuries.",Security,Critical,In Progress,BrainLeak,Neurology,2026-03-05 06:00:00,User_051,IT_User_01,IT_User_01,,,,1000
TIC-0660,Triage nurse tablet found connected to external rogue hotspot.,A device bypassed the hospital security filters by connecting to a mobile phone tethering network.,Security,Medium,Open,WifiPolicy,ER,2026-02-26 03:45:00,User_008,IT_User_10,IT_User_10,,,,1000
TIC-0659,Cardiology echo machine running outdated and unsupported Windows 7.,The ultrasound cart operating system has massive unpatched vulnerabilities and needs an immediate network isolation.,Security,High,Open,WinLegacy,Cardiology,2026-02-26 03:30:00,User_076,IT_User_08,IT_User_08,,,,1000
TIC-1433,Bedside continuous renal replacement therapy device loses server connection.,"Greetings, the localized ethernet port is completely dead. We cannot remotely track the hourly dialysis fluid removal rates.",Security,High,Open,CoinMine,Admissions,2026-03-05 05:45:00,User_017,IT_User_01,IT_User_01,,,,1000
TIC-0559,Public guest wireless network gateway page redirects to a malicious advertisement.,"Instead of the hospital terms of service, visitors are seeing popup warnings about infected computers. The guest wifi portal has definitely been compromised. Shut it down immediately for investigation.",Security,Critical,Resolved,GuestAd,Reception,2026-02-25 02:30:00,User_076,IT_User_08,IT_User_08,,,,1000
TIC-0589,Infant security tag system fails to trigger the lockdown doors during drills.,"We simulated an abduction, and the tag successfully set off the alarms, but the software failed to send the signal to magnetically lock the exit doors. Fix the integration.",Security,Critical,Resolved,TagDoor,Maternity,2026-02-25 10:00:00,User_004,IT_User_08,IT_User_08,,,,1000
TIC-1426,Mammography workstations left unlocked in high traffic public corridors.,"Hello, sensitive breast imaging files are visible to passing visitors. Enforce immediate active directory screen lock policies please.",Security,High,In Progress,TabWipe,ICU,2026-03-05 04:00:00,User_094,IT_User_02,IT_User_02,,,,1000
TIC-1452,Chemotherapy mixing protocol documents shared on a public drive.,"Hi IT, highly sensitive pharmaceutical formulations are visible to the entire hospital. Lock the folder down to pharmacy.",Security,Critical,Open,AlarmHack,Pediatrics,2026-03-05 10:30:00,User_073,IT_User_08,IT_User_08,,,,1000
TIC-0658,Outpatient appointment reminders sent via unencrypted SMS containing diagnoses.,The automated texting service is including sensitive medical conditions in plain text mobile phone messages.,Security,High,Resolved,TextAPI,Outpatient Clinic,2026-02-26 03:15:00,User_019,IT_User_06,IT_User_06,,,,1000
TIC-0657,Pathology network drive infected with rapidly spreading macro virus.,A contaminated Word document has encrypted dozens of autopsy reports on the shared department folder.,Security,Critical,Open,MacroScan,Pathology,2026-02-26 03:00:00,User_049,IT_User_09,IT_User_09,,,,1000
TIC-0655,Dialysis central dashboard software lacks automated session timeout.,"Nurses leave the terminal, and the patient blood filtration dashboard remains unlocked and accessible indefinitely.",Security,Medium,Open,DashLock,Dialysis,2026-02-26 02:30:00,User_067,IT_User_02,IT_User_02,,,,1000
TIC-0654,Physiotherapy patient database allows bypassing password via empty strings.,Hitting enter with a blank password field successfully logs into the local therapy scheduling database.,Security,Critical,Open,PhysioDB,Physiotherapy,2026-02-26 02:15:00,User_034,IT_User_07,IT_User_07,,,,1000
TIC-0680,ER fast-track terminal logged into generic administrator profile permanently.,The computer in the hallway is logged in as 'Admin' and nobody is logging out.,Security,Medium,Open,ProfileSec,ER,2026-02-26 08:45:00,User_019,IT_User_10,IT_User_10,,,,1000
